repo_id,full_name,language,month,commits
11730342,vuejs/vue,TypeScript,2025-08,0
11730342,vuejs/vue,TypeScript,2025-09,0
11730342,vuejs/vue,TypeScript,2025-10,0
11730342,vuejs/vue,TypeScript,2025-11,0
11730342,vuejs/vue,TypeScript,2025-12,0
11730342,vuejs/vue,TypeScript,2026-01,0
11730342,vuejs/vue,TypeScript,2026-02,0
11730342,vuejs/vue,TypeScript,2026-03,0
11730342,vuejs/vue,TypeScript,2026-04,0
11730342,vuejs/vue,TypeScript,2026-05,0
11730342,vuejs/vue,TypeScript,2026-06,0
11730342,vuejs/vue,TypeScript,2026-07,0
11730342,vuejs/vue,TypeScript,2026-08,0
11730342,vuejs/vue,TypeScript,2026-09,0
7905539,koral--/android-gif-drawable,Java,2013-02,4
7905539,koral--/android-gif-drawable,Java,2013-03,1
7905539,koral--/android-gif-drawable,Java,2013-04,0
7905539,koral--/android-gif-drawable,Java,2013-05,0
7905539,koral--/android-gif-drawable,Java,2013-06,0
7905539,koral--/android-gif-drawable,Java,2013-07,0
7905539,koral--/android-gif-drawable,Java,2013-08,0
7905539,koral--/android-gif-drawable,Java,2013-09,22
7905539,koral--/android-gif-drawable,Java,2013-10,10
7905539,koral--/android-gif-drawable,Java,2013-11,20
7905539,koral--/android-gif-drawable,Java,2013-12,18
7905539,koral--/android-gif-drawable,Java,2014-01,7
7905539,koral--/android-gif-drawable,Java,2014-02,17
7905539,koral--/android-gif-drawable,Java,2014-03,24
7905539,koral--/android-gif-drawable,Java,2014-04,9
7905539,koral--/android-gif-drawable,Java,2014-05,17
7905539,koral--/android-gif-drawable,Java,2014-06,5
7905539,koral--/android-gif-drawable,Java,2014-07,0
7905539,koral--/android-gif-drawable,Java,2014-08,15
7905539,koral--/android-gif-drawable,Java,2014-09,9
7905539,koral--/android-gif-drawable,Java,2014-10,31
7905539,koral--/android-gif-drawable,Java,2014-11,14
7905539,koral--/android-gif-drawable,Java,2014-12,24
7905539,koral--/android-gif-drawable,Java,2015-01,14
7905539,koral--/android-gif-drawable,Java,2015-02,10
7905539,koral--/android-gif-drawable,Java,2015-03,81
7905539,koral--/android-gif-drawable,Java,2015-04,51
7905539,koral--/android-gif-drawable,Java,2015-05,15
7905539,koral--/android-gif-drawable,Java,2015-06,8
7905539,koral--/android-gif-drawable,Java,2015-07,12
7905539,koral--/android-gif-drawable,Java,2015-08,8
7905539,koral--/android-gif-drawable,Java,2015-09,12
7905539,koral--/android-gif-drawable,Java,2015-10,12
7905539,koral--/android-gif-drawable,Java,2015-11,10
7905539,koral--/android-gif-drawable,Java,2015-12,23
7905539,koral--/android-gif-drawable,Java,2016-01,33
7905539,koral--/android-gif-drawable,Java,2016-02,15
7905539,koral--/android-gif-drawable,Java,2016-03,22
7905539,koral--/android-gif-drawable,Java,2016-04,25
7905539,koral--/android-gif-drawable,Java,2016-05,23
7905539,koral--/android-gif-drawable,Java,2016-06,18
7905539,koral--/android-gif-drawable,Java,2016-07,9
7905539,koral--/android-gif-drawable,Java,2016-08,24
7905539,koral--/android-gif-drawable,Java,2016-09,27
7905539,koral--/android-gif-drawable,Java,2016-10,17
7905539,koral--/android-gif-drawable,Java,2016-11,36
7905539,koral--/android-gif-drawable,Java,2016-12,4
7905539,koral--/android-gif-drawable,Java,2017-01,20
7905539,koral--/android-gif-drawable,Java,2017-02,9
7905539,koral--/android-gif-drawable,Java,2017-03,19
7905539,koral--/android-gif-drawable,Java,2017-04,22
7905539,koral--/android-gif-drawable,Java,2017-05,9
7905539,koral--/android-gif-drawable,Java,2017-06,7
7905539,koral--/android-gif-drawable,Java,2017-07,3
7905539,koral--/android-gif-drawable,Java,2017-08,44
7905539,koral--/android-gif-drawable,Java,2017-09,2
7905539,koral--/android-gif-drawable,Java,2017-10,0
7905539,koral--/android-gif-drawable,Java,2017-11,8
7905539,koral--/android-gif-drawable,Java,2017-12,14
7905539,koral--/android-gif-drawable,Java,2018-01,4
7905539,koral--/android-gif-drawable,Java,2018-02,16
7905539,koral--/android-gif-drawable,Java,2018-03,13
7905539,koral--/android-gif-drawable,Java,2018-04,10
7905539,koral--/android-gif-drawable,Java,2018-05,6
7905539,koral--/android-gif-drawable,Java,2018-06,0
7905539,koral--/android-gif-drawable,Java,2018-07,46
7905539,koral--/android-gif-drawable,Java,2018-08,2
7905539,koral--/android-gif-drawable,Java,2018-09,5
7905539,koral--/android-gif-drawable,Java,2018-10,4
7905539,koral--/android-gif-drawable,Java,2018-11,18
7905539,koral--/android-gif-drawable,Java,2018-12,0
7905539,koral--/android-gif-drawable,Java,2019-01,0
7905539,koral--/android-gif-drawable,Java,2019-02,0
7905539,koral--/android-gif-drawable,Java,2019-03,0
7905539,koral--/android-gif-drawable,Java,2019-04,9
7905539,koral--/android-gif-drawable,Java,2019-05,0
7905539,koral--/android-gif-drawable,Java,2019-06,6
7905539,koral--/android-gif-drawable,Java,2019-07,0
7905539,koral--/android-gif-drawable,Java,2019-08,13
7905539,koral--/android-gif-drawable,Java,2019-09,43
7905539,koral--/android-gif-drawable,Java,2019-10,2
7905539,koral--/android-gif-drawable,Java,2019-11,3
7905539,koral--/android-gif-drawable,Java,2019-12,3
7905539,koral--/android-gif-drawable,Java,2020-01,0
7905539,koral--/android-gif-drawable,Java,2020-02,1
7905539,koral--/android-gif-drawable,Java,2020-03,0
7905539,koral--/android-gif-drawable,Java,2020-04,3
7905539,koral--/android-gif-drawable,Java,2020-05,4
7905539,koral--/android-gif-drawable,Java,2020-06,0
7905539,koral--/android-gif-drawable,Java,2020-07,0
7905539,koral--/android-gif-drawable,Java,2020-08,2
7905539,koral--/android-gif-drawable,Java,2020-09,0
7905539,koral--/android-gif-drawable,Java,2020-10,1
7905539,koral--/android-gif-drawable,Java,2020-11,0
7905539,koral--/android-gif-drawable,Java,2020-12,0
7905539,koral--/android-gif-drawable,Java,2021-01,0
7905539,koral--/android-gif-drawable,Java,2021-02,3
7905539,koral--/android-gif-drawable,Java,2021-03,2
7905539,koral--/android-gif-drawable,Java,2021-04,0
7905539,koral--/android-gif-drawable,Java,2021-05,0
7905539,koral--/android-gif-drawable,Java,2021-06,0
7905539,koral--/android-gif-drawable,Java,2021-07,0
7905539,koral--/android-gif-drawable,Java,2021-08,1
7905539,koral--/android-gif-drawable,Java,2021-09,0
7905539,koral--/android-gif-drawable,Java,2021-10,0
7905539,koral--/android-gif-drawable,Java,2021-11,1
7905539,koral--/android-gif-drawable,Java,2021-12,0
7905539,koral--/android-gif-drawable,Java,2022-01,1
7905539,koral--/android-gif-drawable,Java,2022-02,0
7905539,koral--/android-gif-drawable,Java,2022-03,0
7905539,koral--/android-gif-drawable,Java,2022-04,0
7905539,koral--/android-gif-drawable,Java,2022-05,0
7905539,koral--/android-gif-drawable,Java,2022-06,0
7905539,koral--/android-gif-drawable,Java,2022-07,1
7905539,koral--/android-gif-drawable,Java,2022-08,3
7905539,koral--/android-gif-drawable,Java,2022-09,0
7905539,koral--/android-gif-drawable,Java,2022-10,0
7905539,koral--/android-gif-drawable,Java,2022-11,0
7905539,koral--/android-gif-drawable,Java,2022-12,0
7905539,koral--/android-gif-drawable,Java,2023-01,0
7905539,koral--/android-gif-drawable,Java,2023-02,0
7905539,koral--/android-gif-drawable,Java,2023-03,0
7905539,koral--/android-gif-drawable,Java,2023-04,0
7905539,koral--/android-gif-drawable,Java,2023-05,0
7905539,koral--/android-gif-drawable,Java,2023-06,1
7905539,koral--/android-gif-drawable,Java,2023-07,1
7905539,koral--/android-gif-drawable,Java,2023-08,1
7905539,koral--/android-gif-drawable,Java,2023-09,0
7905539,koral--/android-gif-drawable,Java,2023-10,2
7905539,koral--/android-gif-drawable,Java,2023-11,0
7905539,koral--/android-gif-drawable,Java,2023-12,0
7905539,koral--/android-gif-drawable,Java,2024-01,0
7905539,koral--/android-gif-drawable,Java,2024-02,0
7905539,koral--/android-gif-drawable,Java,2024-03,0
7905539,koral--/android-gif-drawable,Java,2024-04,0
7905539,koral--/android-gif-drawable,Java,2024-05,0
7905539,koral--/android-gif-drawable,Java,2024-06,0
7905539,koral--/android-gif-drawable,Java,2024-07,1
7905539,koral--/android-gif-drawable,Java,2024-08,0
7905539,koral--/android-gif-drawable,Java,2024-09,0
7905539,koral--/android-gif-drawable,Java,2024-10,0
7905539,koral--/android-gif-drawable,Java,2024-11,0
7905539,koral--/android-gif-drawable,Java,2024-12,0
7905539,koral--/android-gif-drawable,Java,2025-01,0
7905539,koral--/android-gif-drawable,Java,2025-02,0
7905539,koral--/android-gif-drawable,Java,2025-03,0
7905539,koral--/android-gif-drawable,Java,2025-04,0
7905539,koral--/android-gif-drawable,Java,2025-05,0
7905539,koral--/android-gif-drawable,Java,2025-06,0
7905539,koral--/android-gif-drawable,Java,2025-07,0
7905539,koral--/android-gif-drawable,Java,2025-08,2
7905539,koral--/android-gif-drawable,Java,2025-09,0
7905539,koral--/android-gif-drawable,Java,2025-10,0
7905539,koral--/android-gif-drawable,Java,2025-11,0
7905539,koral--/android-gif-drawable,Java,2025-12,4
7905539,koral--/android-gif-drawable,Java,2026-01,0
7905539,koral--/android-gif-drawable,Java,2026-02,2
7905539,koral--/android-gif-drawable,Java,2026-03,0
7905539,koral--/android-gif-drawable,Java,2026-04,0
7905539,koral--/android-gif-drawable,Java,2026-05,0
7905539,koral--/android-gif-drawable,Java,2026-06,6
7905539,koral--/android-gif-drawable,Java,2026-07,0
7905539,koral--/android-gif-drawable,Java,2026-08,0
7905539,koral--/android-gif-drawable,Java,2026-09,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-03,47
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-04,27
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-05,32
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-06,106
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-07,194
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-08,345
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-09,169
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-10,212
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-11,249
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-12,120
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-01,113
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-02,216
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-03,2
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-04,80
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-05,113
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-06,24
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-07,12
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-08,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-09,4
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-10,4
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-11,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-12,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-01,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-02,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-03,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-04,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-05,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-06,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-07,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-08,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-09,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-03,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-04,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-05,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-06,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-07,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-08,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-09,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-10,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-11,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2021-12,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-01,3
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-02,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-03,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-04,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-05,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-06,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-07,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-08,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-09,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-10,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-11,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2022-12,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-01,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-02,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-03,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-04,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-05,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-06,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-07,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-08,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-09,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-10,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-11,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-12,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-01,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-02,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-03,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-04,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-05,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-06,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-07,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-08,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-09,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-10,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-11,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-12,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-01,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-02,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-03,0
